Материал|Завод|Склад|Краткий текст материала|СвобИспользЗапас|На КонтрКачества|Блокированный запас|Партия|Номер особого запаса
2007330|SL00|7813|ДС MP-00000057-000 RTT031210FTP|27|0|0|K340620928|34062-0001
2007331|SL00|7811|ДС MP-00000022-000 CC0603JRNPO9BN180|1280|0|0|K340620686|34062-0001
2007331|SL00|7811|ДС MP-00000022-000 CC0603JRNPO9BN180|3999|0|0|K340620841|34062-0001
2007332|SL00|7811|ДС MP-00003639-000 RTT027871FTH|9618|0|0|K340621036|34062-0001
2007332|SL00|7813|ДС MP-00003639-000 RTT027871FTH|22|0|0|K340620687|34062-0001
2007333|SL00|7811|ДС MP-00002611-000 RC0402FR-07845KL|8189|0|0|K340621045|34062-0001
2007333|SL00|7813|ДС MP-00002611-000 RC0402FR-07845KL|80|0|0|K340620689|34062-0001
2007333|SL00|7813|ДС MP-00002611-000 RC0402FR-07845KL|11|0|0|K340621045|34062-0001
2007334|SL00|7811|ДС MP-00000748-000 RTT03103JTP|6834|0|0|K340620922|34062-0001
2007334|SL00|7813|ДС MP-00000748-000 RTT03103JTP|6|0|0|K340620690|34062-0001
2007335|SL00|7811|ДС MP-00002381-000 RTT021742FTH|9632|0|0|K340620939|34062-0001
2007335|SL00|7813|ДС MP-00002381-000 RTT021742FTH|8|0|0|K340620691|34062-0001
2007336|SL00|7811|ДС CM1-00004850 ISL6376CRZ-T|1260|0|0|K340620692|34062-0001
2007336|SL00|7811|ДС CM1-00004850 ISL6376CRZ-T|1795|0|0|K340620759|34062-0001
2007336|SL00|7813|ДС CM1-00004850 ISL6376CRZ-T|18|0|0|K340620692|34062-0001
2007336|SL00|7813|ДС CM1-00004850 ISL6376CRZ-T|4|0|0|K340620759|34062-0001
2007337|SL00|7811|ДС MP-00005014-000 RTT038063FTP|4634|0|0|K340621047|34062-0001
2007337|SL00|7813|ДС MP-00005014-000 RTT038063FTP|6|0|0|K340620693|34062-0001
2007338|SL00|7811|ДС MP-00001393-000 MLF2012DR10MT|3918|0|0|K340620811|34062-0001
2007338|SL00|7813|ДС MP-00001393-000 MLF2012DR10MT|2|0|0|K340620811|34062-0001
2007339|SL00|7811|ДС MP-00002575-000 RTT026652FTH|9622|0|0|K340621032|34062-0001
2007339|SL00|7813|ДС MP-00002575-000 RTT026652FTH|18|0|0|K340621032|34062-0001
2007340|SL00|7811|ДС MP-00003340-000 CC0402KRX7R8BB272|7867|0|0|K340620823|34062-0001
2007340|SL00|7813|ДС MP-00003340-000 CC0402KRX7R8BB272|13|0|0|K340620823|34062-0001
2007341|SL00|7811|ДС MP-00002545-000 RTT025601FTH|7719|0|0|K340621017|34062-0001
2007341|SL00|7813|ДС MP-00002545-000 RTT025601FTH|35|0|0|K340620697|34062-0001
2007341|SL00|7813|ДС MP-00002545-000 RTT025601FTH|5|0|0|K340621017|34062-0001
2007342|SL00|7811|ДС MP-00002790-000 RTT031801FTP|4638|0|0|K340620909|34062-0001
2007342|SL00|7813|ДС MP-00002790-000 RTT031801FTP|2|0|0|K340620909|34062-0001
2007343|SL00|4753|ДС MP-00005000-000 10-SC11603-N1SRT101|1216|0|0|K340620791|34062-0002
2007343|SL00|7811|ДС MP-00005000-000 10-SC11603-N1SRT101|1125|0|0|K340620791|34062-0001
2007343|SL00|7813|ДС MP-00005000-000 10-SC11603-N1SRT101|791|0|0|K340620791|34062-0001
2007344|SL00|4753|ДС MP-00003232-000 RTT0220R0FTH|2|0|0|1000036358|34062-0001
2007344|SL00|7811|ДС MP-00003232-000 RTT0220R0FTH|9021|0|0|K340620958|34062-0001
2007344|SL00|7813|ДС MP-00003232-000 RTT0220R0FTH|97|0|0|K340620958|34062-0001
2007345|SL00|4756|ДС MP-00004595-000 5A1.2114B-11800.105|1800|0|0|K340621056|34062-0001
2007345|SL00|4756|ДС MP-00004595-000 5A1.2114B-11800.105|1086|0|0|K340621056|34062-0002
2007345|SL00|7811|ДС MP-00004595-000 5A1.2114B-11800.105|20|0|0|K340620701|34062-0001
2007346|SL00|7811|ДС MP-00003342-000 CC0402KRX7R9BB332|7278|0|0|K340620702|34062-0001
2007346|SL00|7811|ДС MP-00003342-000 CC0402KRX7R9BB332|10000|0|0|K340620856|34062-0001
2007346|SL00|7813|ДС MP-00003342-000 CC0402KRX7R9BB332|2|0|0|K340620702|34062-0001
2007347|SL00|7811|ДС MP-00000337-000 GTL2005PW|1412|0|0|K340620774|34062-0001
2007347|SL00|7813|ДС MP-00000337-000 GTL2005PW|1|0|0|K340620703|34062-0001
2007348|SL00|7811|ДС MP-00001112-000 RTT032R20FTP|2252|0|0|K340620704|34062-0001
2007348|SL00|7811|ДС MP-00001112-000 RTT032R20FTP|5000|0|0|K340620950|34062-0001
2007348|SL00|7813|ДС MP-00001112-000 RTT032R20FTP|28|0|0|K340620704|34062-0001
2007349|SL00|7811|ДС MP-00004316-000 RT9018A-25PSP|1002|0|0|K340620750|34062-0001
2007349|SL00|7813|ДС MP-00004316-000 RT9018A-25PSP|6|0|0|K340620705|34062-0001
2007349|SL00|7813|ДС MP-00004316-000 RT9018A-25PSP|2|0|0|K340620750|34062-0001
2007350|SL00|7811|ДС MP-00003782-000 GRM033R61A104KE15D|3450|0|0|K340620706|34062-0001
2007350|SL00|7813|ДС MP-00003782-000 GRM033R61A104KE15D|30|0|0|K340620706|34062-0001
2007351|SL00|4753|ДС MP-00000791-000 RTT02222JTH|1|0|0|1000036230|34062-0001
2007351|SL00|7811|ДС MP-00000791-000 RTT02222JTH|3798|0|0|K340620953|34062-0001
2007351|SL00|7813|ДС MP-00000791-000 RTT02222JTH|37|0|0|K340620707|34062-0001
2007351|SL00|7813|ДС MP-00000791-000 RTT02222JTH|3|0|0|K340620953|34062-0001
2007352|SL00|4753|ДС MP-00000046-000 CC0402KRX7R9BB103|1|0|0|1000036224|34062-0001
2007352|SL00|4753|ДС MP-00000046-000 CC0402KRX7R9BB103|2|0|0|1000036344|34062-0001
2007352|SL00|7811|ДС MP-00000046-000 CC0402KRX7R9BB103|10905|0|0|K340620832|34062-0001
2007352|SL00|7813|ДС MP-00000046-000 CC0402KRX7R9BB103|19|0|0|K340620708|34062-0001
2007352|SL00|7813|ДС MP-00000046-000 CC0402KRX7R9BB103|20|0|0|K340620832|34062-0001
2007353|SL00|7811|ДС MP-00002233-000 RTT02152JTH|5901|0|0|K340620709|34062-0001
2007353|SL00|7811|ДС MP-00002233-000 RTT02152JTH|10000|0|0|K340620905|34062-0001
2007353|SL00|7813|ДС MP-00002233-000 RTT02152JTH|17|0|0|K340620709|34062-0001
2007354|SL00|7811|ДС MP-00000702-000 WPES-098AN41B22UWS|100|0|0|K340620710|34062-0001
2007354|SL00|7811|ДС MP-00000702-000 WPES-098AN41B22UWS|26|0|0|K340620710|34062-0002
2007355|SL00|7811|ДС CM1-00004565 MX25L3233FM2I-08G|1136|0|0|K340621101|34062-0001
2007355|SL00|7813|ДС CM1-00004565 MX25L3233FM2I-08G|4|0|0|K340621101|34062-0001
2007356|SL00|4756|ДС MP-00004272-000 ATX14PT-L|357|0|0|K340621076|34062-0002
2007356|SL00|7811|ДС MP-00004272-000 ATX14PT-L|14|0|0|K340620712|34062-0001
2007356|SL00|7811|ДС MP-00004272-000 ATX14PT-L|3|0|0|K340620712|34062-0002
2007357|SL00|7811|ДС MP-00000288-000 RM06JTN2R0|4100|0|0|K340620948|34062-0001
2007357|SL00|7813|ДС MP-00000288-000 RM06JTN2R0|11|0|0|K340620713|34062-0001
2007357|SL00|7813|ДС MP-00000288-000 RM06JTN2R0|8|0|0|K340620948|34062-0001
2007358|SL00|7811|ДС MP-00002352-000 RTT021431FTH|7006|0|0|K340620714|34062-0001
2007358|SL00|7811|ДС MP-00002352-000 RTT021431FTH|10000|0|0|K340620903|34062-0001
2007358|SL00|7813|ДС MP-00002352-000 RTT021431FTH|13|0|0|K340620714|34062-0001
2007359|SL00|7811|ДС MP-00000782-000 RTT031002FTP|5466|0|0|K340620920|34062-0001
2007359|SL00|7813|ДС MP-00000782-000 RTT031002FTP|13|0|0|K340620920|34062-0001
2007360|SL00|7811|ДС MP-00006210-000 749020023A|209|0|0|K340620788|34062-0001
2007361|SL00|4753|ДС MP-00002257-000 RM04JTN241|2|0|0|1000036356|34062-0001
2007361|SL00|7811|ДС MP-00002257-000 RM04JTN241|6838|0|0|K340620972|34062-0001
2007361|SL00|7813|ДС MP-00002257-000 RM04JTN241|34|0|0|K340620717|34062-0001
2007361|SL00|7813|ДС MP-00002257-000 RM04JTN241|5|0|0|K340620972|34062-0001
2007362|SL00|7811|ДС MP-00002359-000 RTT021501FTH|3158|0|0|K340620718|34062-0001
2007362|SL00|7811|ДС MP-00002359-000 RTT021501FTH|10000|0|0|K340620904|34062-0001
2007362|SL00|7813|ДС MP-00002359-000 RTT021501FTH|42|0|0|K340620718|34062-0001
2007363|SL00|7811|ДС MP-00004246-000 CC0402JRNPO9BN330|3798|0|0|K340620857|34062-0001
2007363|SL00|7813|ДС MP-00004246-000 CC0402JRNPO9BN330|6|0|0|K340620719|34062-0001
2007363|SL00|7813|ДС MP-00004246-000 CC0402JRNPO9BN330|36|0|0|K340620857|34062-0001
2007364|SL00|4753|ДС MP-00002244-000 RTT02202JTH|2|0|0|1000036342|34062-0001
2007364|SL00|7811|ДС MP-00002244-000 RTT02202JTH|2010|0|0|K340620978|34062-0001
2007364|SL00|7813|ДС MP-00002244-000 RTT02202JTH|26|0|0|K340620978|34062-0001
2007365|SL00|4753|ДС MP-00002527-000 RTT024990FTH|1|0|0|1000036333|34062-0001
2007365|SL00|7811|ДС MP-00002527-000 RTT024990FTH|16352|0|0|K340621014|34062-0001
2007365|SL00|7813|ДС MP-00002527-000 RTT024990FTH|46|0|0|K340620722|34062-0001
2007365|SL00|7813|ДС MP-00002527-000 RTT024990FTH|1|0|0|K340621014|34062-0001
2007366|SL00|7811|ДС MP-00005019-000 RTT023162FTH|6537|0|0|K340620988|34062-0001
2007366|SL00|7813|ДС MP-00005019-000 RTT023162FTH|6|0|0|K340620723|34062-0001
2007366|SL00|7813|ДС MP-00005019-000 RTT023162FTH|17|0|0|K340620988|34062-0001
2007367|SL00|7811|ДС CM1-00005121 SIT1604AC-22-33E-50.0000|1276|0|0|K340620890|34062-0001
2007367|SL00|7813|ДС CM1-00005121 SIT1604AC-22-33E-50.0000|4|0|0|K340620725|34062-0001
2007368|SL00|7811|ДС MP-00000266-000 EBMS160808B600|2934|0|0|K340620807|34062-0001
2007368|SL00|7813|ДС MP-00000266-000 EBMS160808B600|4|0|0|K340620726|34062-0001
2007368|SL00|7813|ДС MP-00000266-000 EBMS160808B600|1|0|0|K340620807|34062-0001
2007369|SL00|7811|ДС MP-00002894-000 RTT034023FTP|4622|0|0|K340621003|34062-0001
2007369|SL00|7813|ДС MP-00002894-000 RTT034023FTP|10|0|0|K340620727|34062-0001
2007369|SL00|7813|ДС MP-00002894-000 RTT034023FTP|8|0|0|K340621003|34062-0001
2007370|SL00|7811|ДС MP-00000695-000 1Y725000CC1E|976|0|0|K340620892|34062-0001
2007370|SL00|7813|ДС MP-00000695-000 1Y725000CC1E|4|0|0|K340620728|34062-0001
2007371|SL00|7811|ДС CM1-00005864 APCI0040-P001A|22|0|0|K340620729|34062-0001
2007371|SL00|7811|ДС CM1-00005864 APCI0040-P001A|2393|0|0|K340621075|34062-0001
2007371|SL00|7811|ДС CM1-00005864 APCI0040-P001A|10|0|0|K340620729|34062-0002
2007372|SL00|7811|ДС MP-00000744-000 5W1.2311A-13000.104|114|0|0|K340620730|34062-0001
2007372|SL00|7811|ДС MP-00000744-000 5W1.2311A-13000.104|8|0|0|K340620730|34062-0002
2007372|SL00|7813|ДС MP-00000744-000 5W1.2311A-13000.104|2|0|0|K340620730|34062-0001
2007373|SL00|7811|ДС MP-00002573-000 RTT026491FTH|8634|0|0|K340620731|34062-0001
2007373|SL00|7811|ДС MP-00002573-000 RTT026491FTH|10000|0|0|K340621027|34062-0001
2007373|SL00|7813|ДС MP-00002573-000 RTT026491FTH|6|0|0|K340620731|34062-0001
2007374|SL00|4756|ДС MP-00002120-000 5P4.2211B-11000.204|1050|0|0|K340621054|34062-0001
2007374|SL00|7811|ДС MP-00002120-000 5P4.2211B-11000.204|25|0|0|K340620732|34062-0001
2007374|SL00|7811|ДС MP-00002120-000 5P4.2211B-11000.204|5|0|0|K340620732|34062-0002
2007375|SL00|7811|ДС MP-00001275-000 RC0402FR0764K9L|6888|0|0|K340621031|34062-0001
2007375|SL00|7813|ДС MP-00001275-000 RC0402FR0764K9L|29|0|0|K340620733|34062-0001
2007375|SL00|7813|ДС MP-00001275-000 RC0402FR0764K9L|3|0|0|K340621031|34062-0001
2007376|SL00|7811|ДС MP-00005146-000 W25Q128FVSIQ|894|0|0|K340621103|34062-0001
2007376|SL00|7813|ДС MP-00005146-000 W25Q128FVSIQ|19|0|0|K340621103|34062-0001
2007377|SL00|4753|ДС MP-00002591-000 RTT027500FTH|1|0|0|1000036359|34062-0001
2007377|SL00|7811|ДС MP-00002591-000 RTT027500FTH|8948|0|0|K340621039|34062-0001
2007377|SL00|7813|ДС MP-00002591-000 RTT027500FTH|171|0|0|K340621039|34062-0001
2007378|SL00|4756|ДС MP-00004184-000 5P1.2415B-1D500.103|749|0|0|K340621086|34062-0002
2007378|SL00|7811|ДС MP-00004184-000 5P1.2415B-1D500.103|30|0|0|K340620736|34062-0001
2007379|SL00|7811|ДС MP-00004285-000 1820021S1000#0N66-54L|60|0|0|K340620737|34062-0001
2007379|SL00|7811|ДС MP-00004285-000 1820021S1000#0N66-54L|10|0|0|K340620737|34062-0002
2007380|SL00|7811|ДС MP-00004337-000 NCST10FR510FTRF|220|0|0|K340620738|34062-0001
2007381|SL00|7811|ДС MP-00002280-000 RTT02471JTH|5145|0|0|K340621007|34062-0001
2007381|SL00|7813|ДС MP-00002280-000 RTT02471JTH|38|0|0|K340620739|34062-0001
2007381|SL00|7813|ДС MP-00002280-000 RTT02471JTH|16|0|0|K340621007|34062-0001
2007382|SL00|7811|ДС MP-00002427-000 RTT022491FTH|7271|0|0|K340620740|34062-0001
2007382|SL00|7811|ДС MP-00002427-000 RTT022491FTH|10000|0|0|K340620954|34062-0001
2007382|SL00|7813|ДС MP-00002427-000 RTT022491FTH|9|0|0|K340620740|34062-0001
2007383|SL00|7811|ДС MP-00001066-000 74HC4052PW|1440|0|0|K340620768|34062-0001
2007385|SL00|7811|ДС MP-00000822-000 GRM31CR60J476ME19L|1838|0|0|K340620866|34062-0001
2007385|SL00|7813|ДС MP-00000822-000 GRM31CR60J476ME19L|2|0|0|K340620866|34062-0001
2007386|SL00|7811|ДС MP-00003442-000 GRM188R61A475KKE15D|2394|0|0|K340620859|34062-0001
2007386|SL00|7813|ДС MP-00003442-000 GRM188R61A475KKE15D|2|0|0|K340620859|34062-0001
2007387|SL00|7811|ДС 1567 ALED7707TR драйверы светодиодов|1994|0|0|K326411305|32641-0001
2007388|SL00|7811|ДС 1575 15110122601000 har-flex вилка|204|0|0|K326411308|32641-0001
2007388|SL00|7813|ДС 1575 15110122601000 har-flex вилка|2|0|0|K326411308|32641-0001
2007389|SL00|4720|ДС Лист комплектации Угона.нет S6|1000|0|0||
2007398|SL00|4753|ДС 1009833 Транс. 0896BM15A0001E|15|0|0|K334090255|33409-0002
2007398|SL00|4756|ДС 1009833 Транс. 0896BM15A0001E|25|0|0|K334090255|33409-0002
2007399|SL00|7813|ДС Конденсатор CC1210_47uF_X5R_16V_±10%|4|0|0|K334051189|33405-0004
2007400|SL00|7813|ДС Конденсатор CC0402_1nF_NP0_50V_±5%|18|0|0|K334051190|34946-0001
2007400|SL00|7813|ДС Конденсатор CC0402_1nF_NP0_50V_±5%|13|0|0|K334051360|34946-0001
2007400|SL00|7813|ДС Конденсатор CC0402_1nF_NP0_50V_±5%|2|0|0|K349460192|34946-0001
2007400|SL00|7891|ДС Конденсатор CC0402_1nF_NP0_50V_±5%|4977|0|0|K349460192|34946-0001
2007401|SL00|7811|ДС Резистор R0402_120R_0.0625W_1%|4992|0|0|K349460225|34946-0001
2007401|SL00|7813|ДС Резистор R0402_120R_0.0625W_1%|3|0|0|K349460225|34946-0001
2007403|SL00|7813|ДС Разъем USB2066-05-RBHM-15-STB-00-01-A|6|0|0|K334051403|34946-0001
2007403|SL00|7891|ДС Разъем USB2066-05-RBHM-15-STB-00-01-A|500|0|0|K349460258|34946-0001
2007404|SL00|7814|ДС Печатная плата SatLite4_little|31|0|0|K349460262|34946-0001
2007405|SL00|7811|ДС 31 CAP CER 22UF 6.3V 10% X5R 1206|1164|0|0|K319890430|31989-0001
2007406|SL00|7811|ДС 640 CAP CER 4.7UF 16V X5R 0805|833|0|0|K319890433|31989-0001
2007407|SL00|7811|ДС L26-DR-S89 модуль|2|0|0|K343030024|34303-0001
2007408|SL00|7811|ДС SLM76CF2562P|28|0|0|K343030213|34303-0001
2007408|SL00|7813|ДС SLM76CF2562P|3|0|0|K343030025|34303-0001
2007410|SL00|4754|ДС Соединитель 502 426-0810|54|0|0|K329150611|32915-0001
2007412|SL00|7811|ДС DS24B33Q+T&R|4|0|0|K337570440|33757-0001
2007412|SL00|7813|ДС DS24B33Q+T&R|13|0|0|K337570440|33757-0001
2007412|SL00|7814|ДС DS24B33Q+T&R|8|0|0|K337570440|33757-0001
2007413|SL00|7813|ДС X7R-0402-0,1мкФ±10%-16В|34|0|0|K337570277|33912-0001
2007413|SL00|7891|ДС X7R-0402-0,1мкФ±10%-16В|7991|0|0|K337570277|33757-0001
2007414|SL00|7813|ДС NP0-0508-4±180пФ±10%-50В|42|0|0|K337570278|33912-0001
2007414|SL00|7891|ДС NP0-0508-4±180пФ±10%-50В|1983|0|0|K337570278|33757-0001
2007415|SL00|7813|ДС SN74LVC1GX04DRLR|5|0|0|K337570279|33912-0001
2007415|SL00|7891|ДС SN74LVC1GX04DRLR|2020|0|0|K337570279|33757-0001
2007416|SL00|7813|ДС SN74LV4040ADGVR|18|0|0|K337570280|33912-0001
2007416|SL00|7813|ДС SN74LV4040ADGVR|2|0|0|K337570280|33757-0001
2007416|SL00|7814|ДС SN74LV4040ADGVR|5|0|0|K337570280|33757-0001
2007417|SL00|7813|ДС 0402-220 Ом ±1% ±100ppm/K|10|0|0|K337570281|33912-0001
2007417|SL00|7813|ДС 0402-220 Ом ±1% ±100ppm/K|2|0|0|K337570281|33757-0001
2007417|SL00|7891|ДС 0402-220 Ом ±1% ±100ppm/K|8013|0|0|K337570281|33757-0001
2007418|SL00|7813|ДС BAT54XV2T1G|14|0|0|K337570282|33912-0001
2007418|SL00|7891|ДС BAT54XV2T1G|961|0|0|K337570282|33757-0001
2007419|SL00|7813|ДС 06035A5R6FAT2A = 06035A5R6BAT2A|1|0|0|K323091781|32309-0001
2007423|SL00|7813|ДС УТ-2160 Конд.0603 2,2 мкФ 10%16В X5R|1542|0|0|K335720349|33572-0001
2007424|SL00|7813|ДС УТ-2159 Конд.0805 4,7 мкФ 10% 25В X7R|2|0|0|K335720358|33572-0001
2007429|SL00|7813|ДС УТ-1023 Разъем 47642-0001|4|0|0|K335720436|33572-0001
2007430|SL00|7813|ДС УТ-1611 Стабилитрон DL4735A|60|0|0|K335720458|33572-0001
2007431|SL00|7813|ДС УТ-1192 Предохранитель 0ZCK0010FF2G|4|0|0|K335720446|33572-0001
2007432|SL00|7813|ДС MT25QL128ABA1EW9-0SIT|3|0|0|K340270742|34027-0008
2007434|SL00|7813|ДС конденсатор керам. 1206 0.22/50V|213|0|0|K340270327|34027-0003
2007435|SL00|7813|ДС конденсатор керам. 0805 0.33/50V|3|0|0|K340270328|34027-0001
2007435|SL00|7813|ДС конденсатор керам. 0805 0.33/50V|4|0|0|K340270328|34027-0003
2007436|SL00|7813|ДС микросхема ADS7830IPW|1|0|0|K340271092|34027-0005
2007442|SL00|7813|ДС резистор 0603 0 Ом 5%|3|0|0|K340270482|34027-0006
2007443|SL00|7813|ДС резистор 0402 3 кОм 5%|17|0|0|K340270359|34027-0003
2007444|SL00|7813|ДС резистор 0603 10 кОм 1%|1|0|0|K340270363|34027-0003
2007444|SL00|7813|ДС резистор 0603 10 кОм 1%|1|0|0|K340271136|34027-0005
2007444|SL00|7813|ДС резистор 0603 10 кОм 1%|3|0|0|K340270759|34027-0008
2007445|SL00|7813|ДС резистор 0603 270 кОм 5%|1|0|0|K340271013|34027-0006
2007447|SL00|7811|ДС Транзистор BSS138-7-F|100|0|0|K343030026|34303-0001
2007448|SL00|7813|ДС 269 EPCS16Sl8N ALT|1|0|0|K342300038|34230-0001
2007449|SL00|7813|ДС GCM155R71H103KA55J|4|0|0|K333300188|33330-0002
2007449|SL00|7813|ДС GCM155R71H103KA55J|123|0|0|K333300279|33330-0002
2007450|SL00|7813|ДС GCM155R71H104KE02D|14|0|0|K333300281|33330-0002
2007450|SL00|7813|ДС GCM155R71H104KE02D|153|0|0|K333300314|33330-0004
2007451|SL00|7813|ДС GCM1555C1H8R2CA16D|1|0|0|K333300196|33330-0002
2007451|SL00|7813|ДС GCM1555C1H8R2CA16D|8|0|0|K333300196|33330-0003
2007452|SL00|7813|ДС ERJ-2GEJ152X|19|0|0|K333300210|33330-0003
2007453|SL00|7813|ДС ERJ-2RKF1000X|4|0|0|K333300211|33330-0002
2007454|SL00|7813|ДС ERJ-2RKF1101X|8|0|0|K333300212|33330-0002
2007455|SL00|7813|ДС ERJ-2RKF1401X|3|0|0|K333300213|33330-0002
2007456|SL00|7813|ДС ERJ-2RKF3000X|46|0|0|K333300214|33330-0003
2007457|SL00|7813|ДС ERJ-2RKF4020X|23|0|0|K333300215|33330-0002
2007458|SL00|7813|ДС ERJ-2RKF7150X|5|0|0|K333300216|33330-0002
2007458|SL00|7813|ДС ERJ-2RKF7150X|36|0|0|K333300216|33330-0003
2007459|SL00|7813|ДС ERJ-14YJ102U|1|0|0|K333300217|33330-0003
2007461|SL00|7813|ДС 47745-0200|1|0|0|K333300229|33330-0002
2007463|SL00|7813|ДС MPQ4420AGJ-AEC1-Z|1|0|0|K333300296|33330-0004
2007465|SL00|7813|ДС 74LVC06APW-Q100J|6|0|0|K333300235|33330-0003
2007468|SL00|7813|ДС TJA1101AHN/0Z|2|0|0|K333300238|33330-0004
2007469|SL00|7813|ДС TJA1021T/20/CM,118|7|0|0|K333300298|33330-0004
2007472|SL00|7813|ДС VNQ7E100AJTR|5|0|0|K333300244|33330-0003
2007474|SL00|7813|ДС PDZ10BGWX|4|0|0|K333300249|33330-0004
2007475|SL00|7813|ДС BAS516115|2|0|0|K333300252|33330-0004
2007477|SL00|7813|ДС PESD2ETH-AXR|3|0|0|K333300255|33330-0002
2007477|SL00|7813|ДС PESD2ETH-AXR|2|0|0|K333300255|33330-0003
2007478|SL00|7813|ДС PMEG4005EGWJ|1|0|0|K333300260|33330-0003
2007479|SL00|7813|ДС NVR5124PLT1G|7|0|0|K333300308|33330-0002
2007484|SL00|4723|ДС Винт цил/гл внут/шест DIN912 A2 M3х22|266|0|0|K340970325|34282-0001
2007486|SL00|7811|ДС Конд. COG-0603-6,8пФ ±0,5пФ-50В|3065|0|0|K337570303|33757-0001
2007486|SL00|7813|ДС Конд. COG-0603-6,8пФ ±0,5пФ-50В|18|0|0|K337570303|33757-0001
2007487|SL00|4720|ДС 561 Основание (Корпус MTUTA) бел.|10|0|0|K338550013|
2007488|SL00|4720|ДС 562 Крышка (Корпус MTUTA) бел.|2|0|0|K338550014|
2007490|SL00|4720|ДС 564 Панель задняя (Корпус MTUTA) бел.|7|0|0|K338550016|
2007496|SL00|7813|ДС 1273 Разъем AAA-PCI-051-K01|8|0|0|K343130000|34313-0001
2007497|SL00|7813|ДС 1274 Разъем AAA-PCI-053-K01|2|0|0|K343130001|34313-0001
2007498|SL00|7813|ДС 1275 Разъем ABA-JAK-028-K07|3|0|0|K343130002|34313-0001
2007499|SL00|7813|ДС 1276 Разъем AAA-PCI-047-P20|58|0|0|K343130003|34313-0001
2007500|SL00|7813|ДС ПРОЦЕССОР OV00490-B00G-1B Omnivision|9|0|0|K338190000|33819-0001
2007500|SL00|7814|ДС ПРОЦЕССОР OV00490-B00G-1B Omnivision|19|0|0|K338190000|33819-0001
2007502|SL00|7811|ДС 297 DSC1001DI5-100.0000 MCRCH|9|0|0|K342300186|34230-0001
2007502|SL00|7813|ДС 297 DSC1001DI5-100.0000 MCRCH|32|0|0|K342300186|34230-0001
2007503|SL00|7811|ДС 302 CL31A476MPHNNNE 1206 47UF 10V X5R|18577|0|0|K342300170|34230-0001
2007504|SL00|7813|ДС 303 CL05A475MQ5NRNC 0402 4.7UF 6.3V|52|0|0|K342300045|34230-0001
2007505|SL00|7811|ДС 304 GRM155R71C104KA57D 0402 0.1UF 16V|2306|0|0|K342300180|34230-0001
2007505|SL00|7813|ДС 304 GRM155R71C104KA57D 0402 0.1UF 16V|401|0|0|K342300050|34230-0001
2007506|SL00|7814|ДС 3416 9FGV0841AKLF Интегр. микросхема|20|0|0|K343830260|34383-0001
2007518|SL00|7811|ДС 3428 BLM18KG102SN1D Фильтр|16199|0|0|K343830258|34383-0001
2007520|SL00|7813|ДС 3430 BLM18PG600SN1D Фильтр|1|0|0|K343830014|34383-0001
2007523|SL00|7813|ДС 3434 CR0402-FX-1003-G Резистор|3|0|0|K343830017|34383-0001
2007525|SL00|7813|ДС 3436 CR0402-FX-1601G Резистор|2|0|0|K343830019|34383-0001
2007526|SL00|7813|ДС 3438 CR0402-FX-2000G Резистор|1|0|0|K343830020|34383-0001
2007527|SL00|7813|ДС 3439 CR0402-FX-2001G Резистор|2|0|0|K343830021|34383-0001
2007529|SL00|7813|ДС 3580 CR0402-FX-2212-G Резистор|2|0|0|K343830023|34383-0001
2007530|SL00|7813|ДС 3584 CR0402-FX-1692-G Резистор|2|0|0|K343830024|34383-0001
2007533|SL00|7813|ДС 3444 RC0402FR-073K16L Резистор|4|0|0|K343830027|34383-0001
2007536|SL00|7813|ДС 3447 CR0402-FX-4991-G Резистор|2|0|0|K343830030|34383-0001
2007537|SL00|7813|ДС 3448 CR0402-FX-4992G Резистор|2|0|0|K343830031|34383-0001
2007538|SL00|7813|ДС 3450 CR0402-FX-5761G Резистор|2|0|0|K343830032|34383-0001
2007539|SL00|7813|ДС 3451 CR0402-FX-6040G Резистор|2|0|0|K343830033|34383-0001
2007542|SL00|7813|ДС 3454 CR0402-J/-000GLF Резистор|1|0|0|K343830036|34383-0001
2007543|SL00|7813|ДС 3449 CR0402-FX-5101-G Резистор|2|0|0|K343830037|34383-0001
2007546|SL00|7813|ДС 3456 CR0402-JW-102 Резистор|3|0|0|K343830040|34383-0001
2007548|SL00|7813|ДС 3458 CR0402-JW-104-G Резистор|1|0|0|K343830042|34383-0001
2007549|SL00|7813|ДС 3459 CR0402-JW-105-G Резистор|4|0|0|K343830043|34383-0001
2007551|SL00|7813|ДС 3461 CR0402-JW-272G Резистор|1|0|0|K343830045|34383-0001
2007553|SL00|7813|ДС 3464 CR0402-JW-472-G Резистор|17|0|0|K343830047|34383-0001
2007557|SL00|7813|ДС 3468 CR0402-JW-822G Резистор|2|0|0|K343830051|34383-0001
2007559|SL00|7813|ДС 3470 ESD9M5.0ST5G Диод|2|0|0|K343830053|34383-0001
2007561|SL00|7813|ДС 3472 ESD7016MUTAG Диод|2|0|0|K343830055|34383-0001
2007564|SL00|7813|ДС 3475 FSA2466UMX Интегр. микросхема|1|0|0|K343830058|34383-0001
2007565|SL00|7813|ДС 3476 GRM21BR60J226ME39L Конденсатор|1|0|0|K343830059|34383-0001
2007568|SL00|7813|ДС 3479 GRM155R60J224KE01D Конденсатор|1|0|0|K343830062|34383-0001
2007569|SL00|7813|ДС 3481 GRM155R61E222KA01 Конденсатор|1|0|0|K343830063|34383-0001
